Date,FECHA,Diseño de la Mezcla,Zona,Volumen (m3),TURNO,Humedad arena (%),Arena (kg),Grava (kg),Cemento (kg),Agua (kg),RHEO 1000 (kg),BASF 719 (kg),Delvo (litros),MasterGlenium 7950,MasterGlenium 7970,Sika PP 48 (kg)-BARCHIP
2025-07-30,7/30/20257/30/20257/30/20257/30/20257/30/20257/30/20257/30/20257/30/20257/30/20257/30/2025,DIS_PZ496DIS_MU573DIS_PZ496DIS_UE958DIS_PZ496DIS_PZ496DIS_PZ496DIS_BI322DIS_BI322DIS_PZ496,ZONA_LU2213ZONA_TT0662ZONA_LN6751ZONA_DQ6052ZONA_IS9411ZONA_GM7201ZONA_ZD4751ZONA_NR3030ZONA_OE6748ZONA_BS9840,45.0,DIADIADIADIADIADIANOCHENOCHENOCHENOCHE,0.89,68000.7325,9808.18,20315.0,4327.8875,27.840000000000003,27.840000000000003,78.53999999999999,188.10000000000002,0.0,165.0
2025-07-31,7/31/20257/31/20257/31/20257/31/20257/31/20257/31/20257/31/20257/31/2025,DIS_MU573DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496DIS_BI322DIS_PZ496DIS_PZ496,ZONA_PB6080ZONA_IN1484ZONA_ND8239ZONA_OA6596ZONA_IN1484ZONA_NR3030ZONA_TD0627ZONA_DV0561,35.5,DIADIADIADIADIANOCHENOCHENOCHE,0.68,54844.37485,6261.0225,16000.0,3517.6026500000003,16.200000000000003,16.200000000000003,66.64,159.60000000000002,0.0,140.0
2025-08-01,8/1/20258/1/20258/1/20258/1/20258/1/20258/1/20258/1/20258/1/20258/1/2025,DIS_PZ496DIS_JN153DIS_JN153DIS_PZ496DIS_PZ496DIS_IO769DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_LN6751ZONA_DQ6052ZONA_DQ6052ZONA_VY8005ZONA_BS9840ZONA_NR3030ZONA_TD0627ZONA_IN1484ZONA_IN1484,40.5,DIADIADIADIANOCHENOCHENOCHENOCHENOCHE,0.605,64196.478,3692.669,18495.0,5343.2029999999995,10.185,7.52,85.67999999999999,205.20000000000002,0.0,180.0
2025-08-02,8/2/20258/2/20258/2/20258/2/20258/2/20258/2/20258/2/20258/2/20258/2/2025,DIS_MU573DIS_MU573DIS_MU573DIS_PZ496DIS_MU573DIS_PZ496DIS_IO769DIS_PZ496DIS_PZ496,ZONA_PB6080ZONA_VK0622ZONA_SH8217ZONA_RB9797ZONA_SH8217ZONA_TD0627ZONA_FU3004ZONA_LN6751ZONA_TD0627,32.0,DIADIADIADIADIANOCHENOCHENOCHENOCHE,0.595,48313.029500000004,6652.242,13980.0,3927.3285,16.32,15.48,57.12,136.8,0.0,120.0
2025-08-03,8/3/20258/3/20258/3/20258/3/20258/3/20258/3/20258/3/20258/3/20258/3/2025,DIS_PZ496DIS_NK806DIS_PZ496DIS_MU573DIS_MU573DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496,ZONA_PJ4547ZONA_OA6596ZONA_BS9840ZONA_OA6596ZONA_DQ6052ZONA_IN1484ZONA_DQ6052ZONA_EL5637ZONA_EL5637,32.0,DIADIADIADIADIADIADIANOCHENOCHE,0.6749999999999999,50729.8148,3339.212,14490.0,3751.9732,8.64,8.64,66.08,155.20000000000002,0.0,130.0
2025-08-04,8/4/20258/4/20258/4/20258/4/20258/4/20258/4/20258/4/2025,DIS_IO769DIS_PZ496DIS_MU573DIS_IO769DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_EC5940ZONA_IN1484ZONA_OA6596ZONA_EC5940ZONA_DK2930ZONA_IV0633ZONA_IN1484,29.5,DIADIADIADIANOCHENOCHENOCHE,0.49000000000000005,45214.17615,6195.5675,12400.0,3508.75635,13.8,11.7,52.36,125.4,0.0,110.0
2025-08-05,8/5/20258/5/20258/5/20258/5/20258/5/20258/5/20258/5/2025,DIS_PZ496DIS_JN153DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_BI322,ZONA_DV0561ZONA_TT0662ZONA_TY5107ZONA_RB9797ZONA_TY5107ZONA_DV0561ZONA_DN5915,33.5,DIADIADIADIANOCHENOCHENOCHE,0.544,51615.71825,5350.6945,15315.0,3852.08725,16.89,13.24,64.25999999999999,153.9,0.0,135.0
2025-08-06,8/6/20258/6/20258/6/20258/6/20258/6/20258/6/20258/6/2025,DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496,ZONA_DK2930ZONA_NI6795ZONA_OA6596ZONA_IN1484ZONA_SH8217ZONA_IV0633ZONA_OE5176,30.5,DIADIADIADIADIANOCHENOCHE,0.654,49239.71505,2921.8105,14085.0,2741.47445,7.5600000000000005,7.5600000000000005,64.25999999999999,153.9,0.0,135.0
2025-08-07,8/7/20258/7/20258/7/20258/7/20258/7/20258/7/20258/7/20258/7/20258/7/20258/7/2025,DIS_MU573DIS_PZ496DIS_PZ496DIS_UE958DIS_PZ496DIS_BI322DIS_BI322DIS_BI322DIS_PZ496DIS_PZ496,ZONA_OA6596ZONA_BS9840ZONA_BS9840ZONA_DQ6052ZONA_QS8509ZONA_OE6748ZONA_OE6748ZONA_OE6748ZONA_EB8626ZONA_DK2930,46.5,DIADIADIADIANOCHENOCHENOCHENOCHENOCHENOCHE,0.9099999999999999,66274.42235,16226.2945,19925.0,4102.48315,42.6,42.6,64.25999999999999,153.9,0.0,135.0
2025-08-08,8/8/20258/8/20258/8/20258/8/20258/8/20258/8/20258/8/20258/8/20258/8/20258/8/20258/8/2025,DIS_PZ496DIS_MU573DIS_PZ496DIS_UE958DIS_NK806DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_IO769,ZONA_QW4333ZONA_OA6596ZONA_XL3413ZONA_DQ6052ZONA_BQ5092ZONA_VY8005ZONA_KA7321ZONA_XL3413ZONA_VY8005ZONA_IV0633ZONA_NR3030,45.5,DIADIADIADIADIADIADIADIANOCHENOCHENOCHE,0.88,71599.35165000001,6077.7485,20440.0,5008.0998500000005,16.68,15.84,89.88,212.20000000000002,0.0,180.0
2025-08-09,8/9/20258/9/20258/9/20258/9/20258/9/20258/9/2025,DIS_PZ496DIS_OF495DIS_MU573DIS_PZ496DIS_PZ496DIS_IO769,ZONA_RB9797ZONA_PB6080ZONA_OA6596ZONA_DK2930ZONA_ZP7646ZONA_NR3030,21.0,DIADIADIADIANOCHENOCHE,0.48,32500.50195,4129.707,9002.5,2247.59105,9.375,8.385,38.08,91.2,0.0,80.0
2025-08-10,8/10/20258/10/20258/10/20258/10/20258/10/20258/10/20258/10/20258/10/2025,DIS_PZ496DIS_YV593DIS_OF495DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_IO769,ZONA_XL3413ZONA_CR7598ZONA_PB6080ZONA_ES5855ZONA_BS9840ZONA_AB5411ZONA_IN1484ZONA_NR3030,37.0,DIADIADIADIANOCHENOCHENOCHENOCHE,0.64,57043.8147,7337.002,15910.0,4068.3833,16.66,15.62,66.64,159.60000000000002,0.0,140.0
2025-08-11,8/11/20258/11/20258/11/20258/11/20258/11/20258/11/20258/11/20258/11/20258/11/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_DK2930ZONA_PZ4496ZONA_IN2443ZONA_PB6080ZONA_MC3777ZONA_RB9797ZONA_RB9797ZONA_DK2930ZONA_EW2602,43.5,DIADIADIADIADIADIANOCHENOCHENOCHE,0.8009999999999999,72072.67874999999,1252.2045,20490.0,4246.11675,3.24,3.24,99.96,239.40000000000003,0.0,210.0
2025-08-12,8/12/20258/12/20258/12/20258/12/20258/12/20258/12/20258/12/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_QJ0901ZONA_QJ0901ZONA_IN1484ZONA_PP8279ZONA_AB5411ZONA_TL7635ZONA_AB5411,42.0,DIADIANOCHENOCHENOCHENOCHENOCHE,0.63,70514.9634,0.0,19950.0,4077.0366000000004,0.0,0.0,99.96,239.40000000000003,0.0,210.0
2025-08-13,8/13/20258/13/20258/13/20258/13/20258/13/20258/13/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_DK2930ZONA_IN2443ZONA_IN2443ZONA_IN2443ZONA_EW2602ZONA_QD7650,36.0,DIADIADIADIANOCHENOCHE,0.44999999999999996,59593.057199999996,0.0,17100.0,4342.9428,0.0,0.0,85.67999999999999,205.20000000000002,0.0,180.0
2025-08-14,8/14/20258/14/20258/14/20258/14/20258/14/20258/14/20258/14/20258/14/20258/14/20258/14/20258/14/20258/14/2025,DIS_MU573DIS_PZ496DIS_YV593DIS_MU573DIS_PZ496DIS_PZ496DIS_IO769DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496DIS_IO769,ZONA_TT0662ZONA_KP9013ZONA_DQ6052ZONA_PB6080ZONA_BS9840ZONA_BS9840ZONA_NR3030ZONA_PB6080ZONA_IJ8958ZONA_BS9840ZONA_EW2602ZONA_NR3030,47.0,DIADIADIADIADIADIADIADIANOCHENOCHENOCHENOCHE,1.13,70472.2255,13279.309000000001,19845.0,3894.6655,32.4,30.720000000000002,73.78,176.70000000000002,0.0,155.0
2025-08-15,8/15/20258/15/20258/15/20258/15/20258/15/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_EW2602ZONA_DK2930ZONA_DK2930ZONA_AB5411ZONA_IJ8958,30.0,DIADIANOCHENOCHENOCHE,0.475,50603.481,0.0,14250.0,2676.5190000000002,0.0,0.0,71.39999999999999,171.0,0.0,150.0
2025-08-16,8/16/20258/16/20258/16/20258/16/20258/16/20258/16/2025,DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_TT0662ZONA_RB9797ZONA_RB9797ZONA_IJ8958ZONA_SL0391ZONA_DK2930,32.0,DIADIANOCHENOCHENOCHENOCHE,0.52,52331.6728,1669.606,14970.0,3250.7212,4.32,4.32,71.39999999999999,171.0,0.0,150.0
2025-08-17,8/17/20258/17/20258/17/20258/17/20258/17/20258/17/20258/17/20258/17/2025,DIS_YV593DIS_PZ496DIS_IO769DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_IO769,ZONA_VM5842ZONA_IN1484ZONA_NR3030ZONA_IN1484ZONA_XL3413ZONA_XL3413ZONA_QJ3408ZONA_NR3030,37.0,DIADIADIADIANOCHENOCHENOCHENOCHE,0.615,56568.236300000004,8144.616,15585.0,4178.3477,18.24,16.56,64.25999999999999,153.9,0.0,135.0
2025-08-18,8/18/20258/18/20258/18/20258/18/20258/18/20258/18/20258/18/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_IO769DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_QE4958ZONA_AB5411ZONA_AB5411ZONA_NR3030ZONA_QJ0901ZONA_QJ0901ZONA_BS9840,36.0,DIADIANOCHENOCHENOCHENOCHENOCHE,0.525,58825.9636,1643.424,16570.0,4267.2124,3.36,2.52,80.92,193.8,0.0,170.0
2025-08-19,8/19/20258/19/20258/19/20258/19/20258/19/2025,DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_MA1564ZONA_YK9292ZONA_IN1484ZONA_IJ8958ZONA_BS9840,27.0,DIADIADIANOCHENOCHE,0.365,42849.6975,2504.409,12480.0,3227.8935,6.48,6.48,57.12,136.8,0.0,120.0
2025-08-20,8/20/20258/20/20258/20/20258/20/20258/20/20258/20/20258/20/2025,DIS_PZ496DIS_OF495DIS_PZ496DIS_PZ496DIS_IO769DIS_PZ496DIS_IO769,ZONA_QJ3408ZONA_PB6080ZONA_IJ8958ZONA_NR3030ZONA_NP5919ZONA_NP5919ZONA_NR3030,28.5,DIADIADIADIADIANOCHENOCHE,0.505,42231.8145,9453.2125,10787.5,3221.1730000000002,19.915,16.205,40.46,96.9,0.0,85.0
2025-08-21,8/21/20258/21/20258/21/20258/21/20258/21/20258/21/20258/21/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_MU573DIS_MU573DIS_PZ496DIS_PZ496,ZONA_DK2930ZONA_NP5919ZONA_IN1484ZONA_OX3135ZONA_OX3135ZONA_IJ8958ZONA_BS9840,32.0,DIADIADIANOCHENOCHENOCHENOCHE,0.455,51291.5928,1669.606,14970.0,4290.8012,4.32,4.32,71.39999999999999,171.0,0.0,150.0
2025-08-22,8/22/20258/22/20258/22/20258/22/20258/22/20258/22/2025,DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_NW2851ZONA_IJ8958ZONA_PB6080ZONA_QJ3408ZONA_IN1484ZONA_IJ8958,32.0,DIADIADIADIANOCHENOCHE,0.4,47846.117,6678.424,14280.0,3987.459,17.28,17.28,57.12,136.8,0.0,120.0
2025-08-23,8/23/20258/23/20258/23/20258/23/20258/23/20258/23/2025,DIS_PZ496DIS_IO769DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_IN1484ZONA_NR3030ZONA_OC7496ZONA_BS9840ZONA_BS9840ZONA_NW2851,32.0,DIADIADIANOCHENOCHENOCHE,0.397,51768.042799999996,1643.424,14670.0,4221.1332,3.36,2.52,71.39999999999999,171.0,0.0,150.0
2025-08-24,8/24/20258/24/20258/24/20258/24/20258/24/20258/24/20258/24/20258/24/2025,DIS_MU573DIS_MU573DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_NR3030ZONA_XY9541ZONA_DX6932ZONA_QJ3408ZONA_AA4948ZONA_QJ3408ZONA_NU2638ZONA_CJ9635,23.5,DIADIADIADIADIADIADIANOCHE,0.5800000000000001,35267.20615,5008.818,10472.5,2719.97585,12.96,12.96,41.65,99.75,0.0,87.5
2025-08-25,8/25/20258/25/20258/25/20258/25/20258/25/20258/25/20258/25/20258/25/20258/25/2025,DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_TO0092ZONA_DL4727ZONA_BQ5092ZONA_NP5919ZONA_TT0662ZONA_NP5919ZONA_IJ8958ZONA_WE6392ZONA_WE6392,40.5,DIADIADIADIADIADIANOCHENOCHENOCHE,0.825,67469.55505,834.803,19122.5,3833.64195,2.16,2.16,94.00999999999999,225.15000000000003,0.0,197.5
2025-08-26,8/26/20258/26/20258/26/20258/26/20258/26/20258/26/20258/26/2025,DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_IJ8958ZONA_IW8398ZONA_IN1484ZONA_EM7858ZONA_NT6037ZONA_QJ3408ZONA_QJ3408,34.5,DIADIADIADIANOCHENOCHENOCHE,0.68,56821.47615,2087.0075,16100.0,2888.51635,5.4,5.4,76.16,182.4,0.0,160.0
2025-08-27,8/27/20258/27/20258/27/20258/27/20258/27/20258/27/2025,DIS_BI322DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_NR3030ZONA_WW9984ZONA_IJ8958ZONA_RS8708ZONA_NA0043ZONA_IJ8958,29.0,DIADIADIANOCHENOCHENOCHE,0.51,46644.4079,2504.409,13430.0,2985.1831,6.48,6.48,61.879999999999995,148.20000000000002,0.0,130.0
2025-08-28,8/28/20258/28/20258/28/20258/28/20258/28/20258/28/20258/28/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_XQ9063ZONA_RS8708ZONA_CQ7150ZONA_IN2443ZONA_WE6392ZONA_WE6392ZONA_JZ5815,34.0,DIADIADIADIANOCHENOCHENOCHE,0.518,56260.33780000001,0.0,16150.0,4123.6622,0.0,0.0,80.92,193.8,0.0,170.0
2025-08-29,8/29/20258/29/20258/29/20258/29/20258/29/20258/29/20258/29/20258/29/2025,DIS_MU573DIS_PZ496DIS_PZ496DIS_BI322DIS_JN153DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_GK0067ZONA_XQ9063ZONA_IJ8958ZONA_NR3030ZONA_TT0662ZONA_QJ3408ZONA_LN6751ZONA_BL2713,41.0,DIADIADIADIADIADIANOCHENOCHE,0.5710000000000001,60217.31875,10412.380000000001,18082.5,4798.5512499999995,27.855,26.76,67.83,162.45000000000002,0.0,142.5
2025-08-30,8/30/20258/30/20258/30/20258/30/20258/30/20258/30/20258/30/20258/30/20258/30/20258/30/2025,DIS_PZ496DIS_OF495DIS_PZ496DIS_PZ496DIS_MU573DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_IJ8958ZONA_PB6080ZONA_NP5919ZONA_TQ7543ZONA_CJ6727ZONA_ZC9852ZONA_NT2924ZONA_WE6392ZONA_IJ8958ZONA_QJ3408,41.0,DIADIADIADIADIADIANOCHENOCHENOCHENOCHE,0.65,64959.888,3327.128,18950.0,5469.784,8.33,8.23,88.06,210.9,0.0,185.0
2025-08-31,8/31/20258/31/20258/31/20258/31/20258/31/20258/31/20258/31/20258/31/20258/31/20258/31/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_BI322DIS_MU573DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_WN0775ZONA_BB8373ZONA_WN0775ZONA_BQ6841ZONA_OA6596ZONA_WE6392ZONA_GK0067ZONA_WE6392ZONA_SY3907ZONA_NA0043,50.5,DIADIADIADIADIADIADIANOCHENOCHENOCHE,0.665,74361.34275,12104.6435,22320.0,6267.01375,31.32,31.32,85.67999999999999,205.20000000000002,0.0,180.0
2025-09-01,9/1/20259/1/20259/1/20259/1/20259/1/20259/1/20259/1/20259/1/20259/1/20259/1/20259/1/20259/1/2025,DIS_PZ496DIS_PZ496DIS_MU573DIS_BI322DIS_MU573DIS_MU573DIS_PZ496DIS_BI322DIS_PZ496DIS_BI322DIS_PZ496DIS_PZ496,ZONA_NA0043ZONA_IN2443ZONA_PB6080ZONA_NR3030ZONA_OA6596ZONA_GK0067ZONA_QJ3408ZONA_ZC9852ZONA_WE6392ZONA_NR3030ZONA_WE6392ZONA_DL9668,55.0,DIADIADIADIADIADIADIADIANOCHENOCHENOCHENOCHE,0.8480000000000001,75858.47750000001,20870.075,23250.0,6201.4475,54.0,54.0,71.39999999999999,171.0,0.0,150.0
2025-09-02,9/2/20259/2/20259/2/20259/2/20259/2/20259/2/20259/2/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_GL1234ZONA_GL1234ZONA_GM7201ZONA_GM7201ZONA_IJ8958ZONA_TH4799ZONA_WE6392,40.0,DIADIADIADIADIANOCHENOCHE,0.52,66135.958,0.0,19000.0,4904.042,0.0,0.0,95.19999999999999,228.0,0.0,200.0
2025-09-03,9/3/20259/3/20259/3/20259/3/20259/3/20259/3/20259/3/20259/3/20259/3/2025,DIS_PZ496DIS_JN153DIS_PZ496DIS_PZ496DIS_IO769DIS_PZ496DIS_JN153DIS_PZ496DIS_PZ496,ZONA_KJ1389ZONA_TT0662ZONA_KJ1389ZONA_GM7201ZONA_ZH4879ZONA_ED8734ZONA_TT0662ZONA_KJ1389ZONA_LX3179,40.0,DIADIADIADIADIANOCHENOCHENOCHENOCHE,0.56,60922.6341,8211.078,16890.0,5312.8879,19.95,14.82,71.39999999999999,171.0,0.0,150.0
2025-09-04,9/4/20259/4/20259/4/20259/4/20259/4/20259/4/2025,DIS_PZ496DIS_PZ496DIS_BI322DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_CV6479ZONA_CJ9635ZONA_GK0067ZONA_WE6392ZONA_GM7201ZONA_WE6392,29.0,DIADIADIANOCHENOCHENOCHE,0.375,43923.7875,5008.818,13085.0,3831.3945000000003,12.96,12.96,54.739999999999995,131.10000000000002,0.0,115.0
2025-09-05,9/5/20259/5/20259/5/20259/5/20259/5/20259/5/20259/5/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_JN153DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_LX3179ZONA_LX3179ZONA_KJ1389ZONA_TT0662ZONA_WE6392ZONA_WE6392ZONA_LN6751,39.0,DIADIADIADIANOCHENOCHENOCHE,0.53,61528.01980000001,4098.49,18100.0,4644.9902,13.65,10.0,80.92,193.8,0.0,170.0
2025-09-06,9/6/20259/6/20259/6/20259/6/20259/6/20259/6/2025,DIS_NK806DIS_BI322DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_GK0067ZONA_FG1400ZONA_WE6392ZONA_IN2443ZONA_KX4700ZONA_LX3179,26.0,DIADIADIANOCHENOCHENOCHE,0.46499999999999997,41601.307199999996,2504.409,11630.0,2923.7838,6.48,6.48,53.9,124.5,0.0,100.0
2025-09-07,9/7/20259/7/20259/7/20259/7/20259/7/20259/7/20259/7/2025,DIS_PZ496DIS_PZ496DIS_MU573DIS_JN153DIS_MU573DIS_PZ496DIS_PZ496,ZONA_WE6392ZONA_WE6392ZONA_FG1400ZONA_TT0662ZONA_GK0067ZONA_IJ8958ZONA_IN2443,26.0,DIADIADIADIADIANOCHENOCHE,0.515,39953.7159,4158.91,11805.0,3104.8741,11.370000000000001,10.64,49.98,119.70000000000002,0.0,105.0
2025-09-08,9/8/20259/8/20259/8/20259/8/20259/8/20259/8/20259/8/20259/8/20259/8/20259/8/2025,DIS_UE958DIS_PZ496DIS_MU573DIS_PZ496DIS_NK806DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_CK8412ZONA_IN2443ZONA_PM6920ZONA_WE6392ZONA_GK0067ZONA_GL1234ZONA_AB1744ZONA_IW2691ZONA_IW2691ZONA_LX3179,48.0,DIADIADIADIADIADIANOCHENOCHENOCHENOCHE,0.723,76082.61540000001,4904.09,21520.0,5816.6946,13.920000000000002,13.920000000000002,98.28,226.20000000000002,0.0,180.0
2025-09-09,9/9/20259/9/20259/9/20259/9/20259/9/20259/9/20259/9/20259/9/20259/9/20259/9/20259/9/20259/9/2025,DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496DIS_JN153DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_IW2691ZONA_IW2691ZONA_PB6080ZONA_IN2443ZONA_TT0662ZONA_BU6653ZONA_WE6392ZONA_BU6653ZONA_TL7635ZONA_BU6653ZONA_IH1582ZONA_BU6653,58.0,DIADIADIADIADIADIADIANOCHENOCHENOCHENOCHENOCHE,0.83,93725.4609,2489.304,27235.0,7414.7351,7.050000000000001,6.32,130.9,313.5,0.0,275.0
2025-09-10,9/10/20259/10/20259/10/20259/10/2025,DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496,ZONA_IN2443ZONA_IJ8958ZONA_MG9760ZONA_WE6392,24.0,DIADIANOCHENOCHE,0.313,36268.602,5008.818,10710.0,2606.58,12.96,12.96,42.839999999999996,102.60000000000001,0.0,90.0
2025-09-11,9/11/20259/11/20259/11/20259/11/20259/11/20259/11/20259/11/20259/11/20259/11/20259/11/20259/11/20259/11/20259/11/2025,DIS_PZ496DIS_YV593DIS_YV593DIS_PZ496DIS_YV593DIS_MU573DIS_NK806DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_HL3584ZONA_ZH4879ZONA_ZH4879ZONA_TL7635ZONA_ZH4879ZONA_MG9760ZONA_YK9292ZONA_IW2691ZONA_MG9760ZONA_ED8734ZONA_TE8044ZONA_WE6392ZONA_LX3179,68.0,DIADIADIADIADIADIADIANOCHENOCHENOCHENOCHENOCHENOCHE,1.099,97394.1036,23781.312,27910.0,6807.0844,58.56,58.56,91.97999999999999,215.70000000000002,0.0,180.0
2025-09-12,9/12/20259/12/20259/12/20259/12/20259/12/20259/12/20259/12/20259/12/20259/12/2025,DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_DX6932ZONA_EW2602ZONA_YK9292ZONA_IJ8958ZONA_CK7672ZONA_YK9292ZONA_KJ1389ZONA_BM9824ZONA_EW2602,49.0,DIADIADIADIADIANOCHENOCHENOCHENOCHE,0.765,76452.40610000001,7513.227000000001,22240.0,4948.3669,19.44,19.44,95.19999999999999,228.0,0.0,200.0
2025-09-13,9/13/20259/13/20259/13/20259/13/20259/13/20259/13/20259/13/20259/13/20259/13/2025,DIS_PZ496DIS_PZ496DIS_MU573DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_DX6932ZONA_LV4540ZONA_MG9760ZONA_YK9292ZONA_VM7814ZONA_LV4540ZONA_OG2033ZONA_WE6392ZONA_VM7814,45.5,DIADIADIADIADIADIANOCHENOCHENOCHE,0.8250000000000001,71361.31255,7095.825500000001,20635.0,4135.86195,18.36,18.36,88.06,210.9,0.0,185.0
2025-09-14,9/14/20259/14/20259/14/20259/14/20259/14/20259/14/20259/14/20259/14/20259/14/20259/14/20259/14/2025,DIS_PZ496DIS_PZ496DIS_MU573DIS_YV593DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496DIS_PZ496,ZONA_TN4865ZONA_WE6392ZONA_MG9760ZONA_ZH4879ZONA_IJ8958ZONA_YK9292ZONA_RR2617ZONA_RR2617ZONA_WE6392ZONA_UW6646ZONA_WW9984,54.5,DIADIADIADIADIADIADIANOCHENOCHENOCHENOCHE,0.935,83363.58725,11118.790500000001,24095.0,5462.62225,27.72,27.72,97.58,233.70000000000002,0.0,205.0
2025-09-15,9/15/20259/15/20259/15/20259/15/20259/15/20259/15/20259/15/20259/15/20259/15/20259/15/20259/15/2025,DIS_PZ496DIS_YV593DIS_YV593DIS_PZ496DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496DIS_PZ496DIS_PZ496DIS_MU573,ZONA_EW2602ZONA_CR7598ZONA_CR7598ZONA_WE6392ZONA_TN4865ZONA_IJ8958ZONA_HL6605ZONA_IN2443ZONA_EW2602ZONA_IJ8958ZONA_BU6653,55.0,DIADIADIADIADIADIANOCHENOCHENOCHENOCHENOCHE,0.905,84208.57710000001,10726.564,24430.0,5739.8589,26.880000000000003,26.880000000000003,99.96,239.40000000000003,0.0,210.0
2025-09-16,9/16/20259/16/20259/16/20259/16/20259/16/20259/16/20259/16/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_MU573DIS_MU573DIS_PZ496DIS_PZ496,ZONA_NW2851ZONA_EW2602ZONA_IJ8958ZONA_YK9292ZONA_MG9760ZONA_IN2443ZONA_EW2602,36.0,DIADIADIADIANOCHENOCHENOCHE,0.535,54917.3128,6678.424,16180.0,4020.2632,17.28,17.28,66.64,159.60000000000002,0.0,140.0
2025-09-17,9/17/20259/17/20259/17/20259/17/20259/17/20259/17/20259/17/20259/17/20259/17/2025,DIS_PZ496DIS_PZ496DIS_PZ496DIS_MU573DIS_PZ496DIS_MU573DIS_PZ496DIS_MU573DIS_MU573,ZONA_IN3446ZONA_WW9984ZONA_EZ4722ZONA_EZ2570ZONA_WW9984ZONA_EZ2570ZONA_VD2249ZONA_MG9760ZONA_BU6653,49.5,DIADIADIADIADIADIANOCHENOCHENOCHE,0.675,70408.35855,16278.658500000001,21270.0,5319.98295,42.120000000000005,42.120000000000005,71.39999999999999,171.0,0.0,150.0
