FECHA,Arena (kg),Grava (kg),Cemento (kg),Agua (kg),RHEO 1000 (kg),BASF 719 (kg),Delvo (litros),MasterGlenium 7950,MasterGlenium 7970,Sika PP 48 (kg)-BARCHIP
1/30/2025,2735.76725,2087.0075,900,142.22525,5.4,5.4,0,0,0,0
1/30/2025,9428.2092,0,3078,602.1108,0,0,21.54,56.94,0,30
1/30/2025,9428.2092,0,3078,602.1108,0,0,21.54,56.94,0,30
1/31/2025,2623.2938,1643.424,420,85.8822,3.36,2.52,0,0,0,0
1/31/2025,9428.2092,0,3078,602.1108,0,0,21.54,56.94,0,30
1/31/2025,7856.841,0,2565,501.759,0,0,17.95,47.45,0,25
1/31/2025,7784.541,0,2565,574.059,0,0,17.95,47.45,0,25
1/31/2025,4679.4006,0,1539,335.7594,0,0,10.77,28.47,0,15
1/31/2025,1952.98635,1232.568,315,78.89565,2.52,1.89,0,0,0,0
2/1/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
2/1/2025,4636.0206,0,1539,379.1394,0,0,10.77,28.47,0,15
2/1/2025,3395.2599,2428.884,960,292.8561,5.76,5.76,0,0,0,0
2/1/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
2/1/2025,2152.3618,1669.606,720,150.0322,4.32,4.32,0,0,0,0
2/1/2025,2152.3618,1669.606,720,150.0322,4.32,4.32,0,0,0,0
2/1/2025,1131.7533,809.628,320,97.6187,1.92,1.92,0,0,0,0
2/1/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/1/2025,3213.4377,2504.409,1080,240.1533,6.48,6.48,0,0,0,0
2/1/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
2/2/2025,4579.6266,0,1539,435.5334,0,0,10.77,28.47,0,15
2/2/2025,3053.0844,0,1026,290.3556,0,0,7.18,18.98,0,10
2/2/2025,9159.2532,0,3078,871.0668,0,0,21.54,56.94,0,30
2/2/2025,9159.2532,0,3078,871.0668,0,0,21.54,56.94,0,30
2/2/2025,531.54495,417.4015,180,44.05355,1.08,1.08,0,0,0,0
2/2/2025,5846.99445,4591.4165,1980,484.58905,11.88,11.88,0,0,0,0
2/2/2025,9159.2532,0,3078,871.0668,0,0,21.54,56.94,0,30
2/2/2025,6390.6234,5008.818,2160,516.5586,12.96,12.96,0,0,0,0
2/2/2025,9176.6052,0,3078,853.7148,0,0,21.54,56.94,0,30
2/2/2025,6390.6234,5008.818,2160,516.5586,12.96,12.96,0,0,0,0
2/2/2025,6390.6234,5008.818,2160,516.5586,12.96,12.96,0,0,0,0
2/2/2025,2130.2078,1669.606,720,172.1862,4.32,4.32,0,0,0,0
2/3/2025,6445.0014,5008.818,2160,462.1806,12.96,12.96,0,0,0,0
2/3/2025,9254.6892,0,3078,775.6308,0,0,21.54,56.94,0,30
2/3/2025,6445.0014,5008.818,2160,462.1806,12.96,12.96,0,0,0,0
2/3/2025,6169.7928,0,2052,517.0872,0,0,14.36,37.96,0,20
2/3/2025,9341.4492,0,3078,688.8708,0,0,21.54,56.94,0,30
2/3/2025,2628.1218,1643.424,420,81.0542,3.36,2.52,0,0,0,0
2/4/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/4/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/4/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/4/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/4/2025,6268.1208,0,2052,418.7592,0,0,14.36,37.96,0,20
2/4/2025,3134.0604,0,1026,209.3796,0,0,7.18,18.98,0,10
2/5/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/5/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/5/2025,7871.301,0,2565,487.299,0,0,17.95,47.45,0,25
2/5/2025,2628.1218,1643.424,420,81.0542,3.36,2.52,0,0,0,0
2/6/2025,1971.09135,1232.568,315,60.79065,2.52,1.89,0,0,0,0
2/6/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/6/2025,3148.5204,0,1026,194.9196,0,0,7.18,18.98,0,10
2/6/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/6/2025,7871.301,0,2565,487.299,0,0,17.95,47.45,0,25
2/6/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/7/2025,3905.9727,2465.136,630,157.7913,5.04,3.78,0,0,0,0
2/7/2025,2603.9818,1643.424,420,105.1942,3.36,2.52,0,0,0,0
2/7/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/7/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/7/2025,4365.1436,3339.212,1440,239.6444,8.64,8.64,0,0,0,0
2/7/2025,9488.9412,0,3078,541.3788,0,0,21.54,56.94,0,30
2/7/2025,3304.0677,2504.409,1080,149.5233,6.48,6.48,0,0,0,0
2/8/2025,10918.6014,0,3591,783.4386,0,0,25.13,66.43,0,35
2/8/2025,10918.6014,0,3591,783.4386,0,0,25.13,66.43,0,35
2/8/2025,509.1464,391.2195,220,54.7341,1.32,1.32,0,0,0,0
2/8/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/8/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/9/2025,4611.7332,3238.512,1280,305.7548,7.68,7.68,0,0,0,0
2/9/2025,1574.2602,0,513,97.4598,0,0,3.59,9.49,0,5
2/9/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/9/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/9/2025,4365.1436,3339.212,1440,239.6444,8.64,8.64,0,0,0,0
2/9/2025,4701.0906,0,1539,314.0694,0,0,10.77,28.47,0,15
2/9/2025,3273.8577,2504.409,1080,179.7333,6.48,6.48,0,0,0,0
2/10/2025,9315.4212,0,3078,714.8988,0,0,21.54,56.94,0,30
2/10/2025,4324.8636,3339.212,1440,279.9244,8.64,8.64,0,0,0,0
2/10/2025,2162.4318,1669.606,720,139.9622,4.32,4.32,0,0,0,0
2/10/2025,3243.6477,2504.409,1080,209.9433,6.48,6.48,0,0,0,0
2/10/2025,7762.851,0,2565,595.749,0,0,17.95,47.45,0,25
2/10/2025,4636.0206,0,1539,379.1394,0,0,10.77,28.47,0,15
2/10/2025,4636.0206,0,1539,379.1394,0,0,10.77,28.47,0,15
2/10/2025,4304.7236,3339.212,1440,300.0644,8.64,8.64,0,0,0,0
2/10/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
2/11/2025,6396.6654,5008.818,2160,510.5166,12.96,12.96,0,0,0,0
2/11/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/11/2025,4304.7236,3339.212,1440,300.0644,8.64,8.64,0,0,0,0
2/11/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
2/11/2025,2152.3618,1669.606,720,150.0322,4.32,4.32,0,0,0,0
2/12/2025,9237.3372,0,3078,792.9828,0,0,21.54,56.94,0,30
2/12/2025,7739.5254,4930.272,1260,388.0026,10.08,7.56,0,0,0,0
2/12/2025,6517.5054,5008.818,2160,389.6766,12.96,12.96,0,0,0,0
2/12/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/12/2025,6517.5054,5008.818,2160,389.6766,12.96,12.96,0,0,0,0
2/12/2025,6517.5054,5008.818,2160,389.6766,12.96,12.96,0,0,0,0
2/13/2025,9315.4212,0,3078,714.8988,0,0,21.54,56.94,0,30
2/13/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/13/2025,9315.4212,0,3078,714.8988,0,0,21.54,56.94,0,30
2/13/2025,3105.1404,0,1026,238.2996,0,0,7.18,18.98,0,10
2/13/2025,7762.851,0,2565,595.749,0,0,17.95,47.45,0,25
2/13/2025,4657.7106,0,1539,357.4494,0,0,10.77,28.47,0,15
2/13/2025,6487.2954,5008.818,2160,419.8866,12.96,12.96,0,0,0,0
2/13/2025,4324.8636,3339.212,1440,279.9244,8.64,8.64,0,0,0,0
2/14/2025,9315.4212,0,3078,714.8988,0,0,21.54,56.94,0,30
2/14/2025,11644.2765,0,3847.5,893.6235,0,0,26.925,71.175,0,37.5
2/14/2025,6457.0854,5008.818,2160,450.0966,12.96,12.96,0,0,0,0
2/14/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
2/14/2025,9185.2812,0,3078,845.0388,0,0,21.54,56.94,0,30
2/14/2025,9185.2812,0,3078,845.0388,0,0,21.54,56.94,0,30
2/14/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/14/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/14/2025,3213.4377,2504.409,1080,240.1533,6.48,6.48,0,0,0,0
2/15/2025,9254.6892,0,3078,775.6308,0,0,21.54,56.94,0,30
2/15/2025,1074.1669,834.803,360,77.0301,2.16,2.16,0,0,0,0
2/15/2025,6445.0014,5008.818,2160,462.1806,12.96,12.96,0,0,0,0
2/15/2025,4627.3446,0,1539,387.8154,0,0,10.77,28.47,0,15
2/15/2025,1074.1669,834.803,360,77.0301,2.16,2.16,0,0,0,0
2/15/2025,9254.6892,0,3078,775.6308,0,0,21.54,56.94,0,30
2/15/2025,1074.1669,834.803,360,77.0301,2.16,2.16,0,0,0,0
2/15/2025,2685.41725,2087.0075,900,192.57525,5.4,5.4,0,0,0,0
2/15/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/15/2025,4614.3306,0,1539,400.8294,0,0,10.77,28.47,0,15
2/15/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/15/2025,3076.2204,0,1026,267.2196,0,0,7.18,18.98,0,10
2/15/2025,6152.4408,0,2052,534.4392,0,0,14.36,37.96,0,20
2/16/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/16/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/16/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/16/2025,6123.5208,0,2052,563.3592,0,0,14.36,37.96,0,20
2/16/2025,9185.2812,0,3078,845.0388,0,0,21.54,56.94,0,30
2/16/2025,4284.5836,3339.212,1440,320.2044,8.64,8.64,0,0,0,0
2/16/2025,3076.2204,0,1026,267.2196,0,0,7.18,18.98,0,10
2/16/2025,3213.4377,2504.409,1080,240.1533,6.48,6.48,0,0,0,0
2/16/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/16/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/16/2025,4614.3306,0,1539,400.8294,0,0,10.77,28.47,0,15
2/16/2025,3076.2204,0,1026,267.2196,0,0,7.18,18.98,0,10
2/17/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
2/17/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
2/17/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
2/17/2025,6457.0854,5008.818,2160,450.0966,12.96,12.96,0,0,0,0
2/17/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
2/17/2025,3105.1404,0,1026,238.2996,0,0,7.18,18.98,0,10
2/17/2025,3105.1404,0,1026,238.2996,0,0,7.18,18.98,0,10
2/17/2025,9315.4212,0,3078,714.8988,0,0,21.54,56.94,0,30
2/18/2025,4332.9196,3339.212,1440,271.8684,8.64,8.64,0,0,0,0
2/18/2025,2708.07475,2087.0075,900,169.91775,5.4,5.4,0,0,0,0
2/18/2025,9332.7732,0,3078,697.5468,0,0,21.54,56.94,0,30
2/18/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/18/2025,6517.5054,5008.818,2160,389.6766,12.96,12.96,0,0,0,0
2/18/2025,6517.5054,5008.818,2160,389.6766,12.96,12.96,0,0,0,0
2/18/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/18/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/18/2025,3119.6004,0,1026,223.8396,0,0,7.18,18.98,0,10
2/18/2025,6517.5054,5008.818,2160,389.6766,12.96,12.96,0,0,0,0
2/19/2025,6426.8754,5008.818,2160,480.3066,12.96,12.96,0,0,0,0
2/19/2025,7885.2081,5667.396,2240,720.3959,13.44,13.44,0,0,0,0
2/19/2025,3379.3749,2428.884,960,308.7411,5.76,5.76,0,0,0,0
2/19/2025,4505.8332,3238.512,1280,411.6548,7.68,7.68,0,0,0,0
2/19/2025,6396.6654,5008.818,2160,510.5166,12.96,12.96,0,0,0,0
2/19/2025,6726.9798,4857.768,1920,649.2522,11.52,11.52,0,0,0,0
2/19/2025,6396.6654,5008.818,2160,510.5166,12.96,12.96,0,0,0,0
2/19/2025,9185.2812,0,3078,845.0388,0,0,21.54,56.94,0,30
2/19/2025,2132.2218,1669.606,720,170.1722,4.32,4.32,0,0,0,0
2/19/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
2/19/2025,6426.8754,5008.818,2160,480.3066,12.96,12.96,0,0,0,0
2/20/2025,10716.1614,0,3591,985.8786,0,0,25.13,66.43,0,35
2/20/2025,6396.6654,5008.818,2160,510.5166,12.96,12.96,0,0,0,0
2/20/2025,10716.1614,0,3591,985.8786,0,0,25.13,66.43,0,35
2/20/2025,9185.2812,0,3078,845.0388,0,0,21.54,56.94,0,30
2/20/2025,9315.4212,0,3078,714.8988,0,0,21.54,56.94,0,30
2/20/2025,9315.4212,0,3078,714.8988,0,0,21.54,56.94,0,30
2/20/2025,9315.4212,0,3078,714.8988,0,0,21.54,56.94,0,30
2/21/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/21/2025,6517.5054,5008.818,2160,389.6766,12.96,12.96,0,0,0,0
2/21/2025,3119.6004,0,1026,223.8396,0,0,7.18,18.98,0,10
2/21/2025,1086.2509,834.803,360,64.9461,2.16,2.16,0,0,0,0
2/21/2025,4888.12905,3756.6135,1620,292.25745,9.72,9.72,0,0,0,0
2/21/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/21/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/21/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/21/2025,6517.5054,5008.818,2160,389.6766,12.96,12.96,0,0,0,0
2/21/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/21/2025,2715.62725,2087.0075,900,162.36525,5.4,5.4,0,0,0,0
2/22/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/22/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/22/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/22/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/22/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/22/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
2/22/2025,4679.4006,0,1539,335.7594,0,0,10.77,28.47,0,15
2/23/2025,9315.4212,0,3078,714.8988,0,0,21.54,56.94,0,30
2/23/2025,1081.2159,834.803,360,69.9811,2.16,2.16,0,0,0,0
2/23/2025,6547.7154,5008.818,2160,359.4666,12.96,12.96,0,0,0,0
2/23/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/23/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/23/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/23/2025,3134.0604,0,1026,209.3796,0,0,7.18,18.98,0,10
2/23/2025,6268.1208,0,2052,418.7592,0,0,14.36,37.96,0,20
2/23/2025,6268.1208,0,2052,418.7592,0,0,14.36,37.96,0,20
2/24/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/24/2025,5738.1915,4048.14,1600,408.6685,9.6,9.6,0,0,0,0
2/24/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
2/24/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/24/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/24/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/25/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/25/2025,2192.6418,1669.606,720,109.7522,4.32,4.32,0,0,0,0
2/26/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/26/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
2/26/2025,9532.3212,0,3078,497.9988,0,0,21.54,56.94,0,30
2/26/2025,6354.8808,0,2052,331.9992,0,0,14.36,37.96,0,20
2/26/2025,9532.3212,0,3078,497.9988,0,0,21.54,56.94,0,30
2/26/2025,9532.3212,0,3078,497.9988,0,0,21.54,56.94,0,30
2/26/2025,3177.4404,0,1026,165.9996,0,0,7.18,18.98,0,10
2/27/2025,9428.2092,0,3078,602.1108,0,0,21.54,56.94,0,30
2/27/2025,4714.1046,0,1539,301.0554,0,0,10.77,28.47,0,15
2/27/2025,9488.9412,0,3078,541.3788,0,0,21.54,56.94,0,30
2/27/2025,7907.451,0,2565,451.149,0,0,17.95,47.45,0,25
2/27/2025,6325.9608,0,2052,360.9192,0,0,14.36,37.96,0,20
2/27/2025,6325.9608,0,2052,360.9192,0,0,14.36,37.96,0,20
2/27/2025,9488.9412,0,3078,541.3788,0,0,21.54,56.94,0,30
2/28/2025,4701.0906,0,1539,314.0694,0,0,10.77,28.47,0,15
2/28/2025,4692.4146,0,1539,322.7454,0,0,10.77,28.47,0,15
2/28/2025,9532.3212,0,3078,497.9988,0,0,21.54,56.94,0,30
2/28/2025,6354.8808,0,2052,331.9992,0,0,14.36,37.96,0,20
2/28/2025,9532.3212,0,3078,497.9988,0,0,21.54,56.94,0,30
3/1/2025,9575.7012,0,3078,454.6188,0,0,21.54,56.94,0,30
3/1/2025,9575.7012,0,3078,454.6188,0,0,21.54,56.94,0,0
3/1/2025,6668.5554,5008.818,2160,238.6266,12.96,12.96,0,0,0,0
3/1/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
3/1/2025,6577.9254,5008.818,2160,329.2566,12.96,12.96,0,0,0,0
3/1/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
3/1/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
3/2/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
3/2/2025,9532.3212,0,3078,497.9988,0,0,21.54,56.94,0,0
3/2/2025,9532.3212,0,3078,497.9988,0,0,21.54,56.94,0,30
3/2/2025,1588.7202,0,513,82.9998,0,0,3.59,9.49,0,0
3/2/2025,9532.3212,0,3078,497.9988,0,0,21.54,56.94,0,30
3/2/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
3/2/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
3/2/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
3/3/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
3/3/2025,5035.3716,0,1440,251.8284,0,0,11.4,20.1,0,15
3/3/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
3/3/2025,3134.0604,0,1026,209.3796,0,0,7.18,18.98,0,10
3/3/2025,3134.0604,0,1026,209.3796,0,0,7.18,18.98,0,10
3/3/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
3/4/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
3/4/2025,6297.0408,0,2052,389.8392,0,0,14.36,37.96,0,20
3/4/2025,9532.3212,0,3078,497.9988,0,0,21.54,56.94,0,0
3/4/2025,4766.1606,0,1539,248.9994,0,0,10.77,28.47,0,0
3/4/2025,9743.9832,0,2880,830.4168,0,0,22.8,40.2,0,30
3/4/2025,9445.5612,0,3078,584.7588,0,0,21.54,56.94,0,30
3/4/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
3/4/2025,9402.1812,0,3078,628.1388,0,0,21.54,56.94,0,30
3/5/2025,6210.2808,0,2052,476.5992,0,0,14.36,37.96,0,20
3/5/2025,6652.8708,0,1900,451.1292,0,0,9.52,22.8,0,20
3/5/2025,6627.7348,0,1900,476.2652,0,0,9.52,22.8,0,20
3/5/2025,3313.8674,0,950,238.1326,0,0,4.76,11.4,0,10
3/5/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
3/6/2025,4375.7406,0,1539,639.4194,0,0,10.77,28.47,0,15
3/6/2025,4375.7406,0,1539,639.4194,0,0,10.77,28.47,0,15
3/6/2025,9011.7612,0,3078,1018.5588,0,0,21.54,56.94,0,30
3/6/2025,2155.3353,0,769.5,352.2447,0,0,5.385,14.235,0,7.5
3/6/2025,9011.7612,0,3078,1018.5588,0,0,21.54,56.94,0,30
3/6/2025,9011.7612,0,3078,1018.5588,0,0,21.54,56.94,0,30
3/6/2025,5892.1608,0,2052,794.7192,0,0,14.36,37.96,0,20
3/6/2025,9011.7612,0,3078,1018.5588,0,0,21.54,56.94,0,30
3/7/2025,9185.2812,0,3078,845.0388,0,0,21.54,56.94,0,30
3/7/2025,3266.7374,0,950,285.2626,0,0,4.76,11.4,0,10
3/7/2025,8158.9885,0,2375,721.0115,0,0,11.9,28.5,0,25
3/7/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
3/7/2025,6517.5054,5008.818,2160,389.6766,12.96,12.96,0,0,0,0
3/7/2025,6239.2008,0,2052,447.6792,0,0,14.36,37.96,0,20
3/8/2025,6345.9126,5008.818,2160,561.2694,12.96,12.96,0,0,0,0
3/8/2025,7606.2726,4930.272,1260,521.2554,10.08,7.56,0,0,0,0
3/8/2025,9790.7862,0,2850,865.2138,0,0,14.28,34.2,0,30
3/8/2025,4618.6686,0,1539,396.4914,0,0,10.77,28.47,0,15
3/8/2025,4636.0206,0,1539,379.1394,0,0,10.77,28.47,0,15
3/8/2025,6457.0854,5008.818,2160,450.0966,12.96,12.96,0,0,0,0
3/8/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
3/8/2025,7726.701,0,2565,631.899,0,0,17.95,47.45,0,25
3/9/2025,9150.5772,0,3078,879.7428,0,0,21.54,56.94,0,30
3/9/2025,9185.2812,0,3078,845.0388,0,0,21.54,56.94,0,30
3/10/2025,9011.7612,0,3078,1018.5588,0,0,21.54,56.94,0,30
3/10/2025,9063.8172,0,3078,966.5028,0,0,21.54,56.94,0,30
3/10/2025,6042.5448,0,2052,644.3352,0,0,14.36,37.96,0,20
3/10/2025,9141.9012,0,3078,888.4188,0,0,21.54,56.94,0,30
3/11/2025,3322.1889,2428.884,960,365.9271,5.76,5.76,0,0,0,0
3/11/2025,2524.3198,1643.424,420,184.8562,3.36,2.52,0,0,0,0
3/11/2025,9098.5212,0,3078,931.7988,0,0,21.54,56.94,0,30
3/11/2025,9141.9012,0,3078,888.4188,0,0,21.54,56.94,0,30
3/11/2025,3047.3004,0,1026,296.1396,0,0,7.18,18.98,0,10
3/11/2025,6094.6008,0,2052,592.2792,0,0,14.36,37.96,0,20
3/12/2025,9141.9012,0,3078,888.4188,0,0,21.54,56.94,0,30
3/12/2025,9141.9012,0,3078,888.4188,0,0,21.54,56.94,0,30
3/12/2025,6366.4554,5008.818,2160,540.7266,12.96,12.96,0,0,0,0
3/12/2025,2082.1112,1639.396,780,233.4928,5.46,4,0,0,0,0
3/12/2025,2543.6318,1643.424,420,165.5442,3.36,2.52,0,0,0,0
3/12/2025,9141.9012,0,3078,888.4188,0,0,21.54,56.94,0,30
3/12/2025,6336.2454,5008.818,2160,570.9366,12.96,12.96,0,0,0,0
3/12/2025,3168.1227,2504.409,1080,285.4683,6.48,6.48,0,0,0,0
3/13/2025,10584.5754,0,3591,1117.4646,0,0,25.13,66.43,0,35
3/13/2025,9072.4932,0,3078,957.8268,0,0,21.54,56.94,0,30
3/13/2025,5265.0995,4174.015,1800,490.8855,10.8,10.8,0,0,0,0
3/13/2025,7560.411,0,2565,798.189,0,0,17.95,47.45,0,25
3/13/2025,9072.4932,0,3078,957.8268,0,0,21.54,56.94,0,30
3/13/2025,8356.2171,0,2821.5,838.2429,0,0,19.745,52.195,0,27.5
3/13/2025,9141.9012,0,3078,888.4188,0,0,21.54,56.94,0,30
3/13/2025,4570.9506,0,1539,444.2094,0,0,10.77,28.47,0,15
3/14/2025,2069.0696,1639.396,780,246.5344,5.46,4,0,0,0,0
3/14/2025,9084.6396,0,3078,945.6804,0,0,21.54,56.94,0,30
3/14/2025,9154.0476,0,3078,876.2724,0,0,21.54,56.94,0,30
3/14/2025,6102.6984,0,2052,584.1816,0,0,14.36,37.96,0,20
3/14/2025,9237.3372,0,3078,792.9828,0,0,21.54,56.94,0,30
3/14/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
3/15/2025,7784.541,0,2565,574.059,0,0,17.95,47.45,0,25
3/15/2025,9341.4492,0,3078,688.8708,0,0,21.54,56.94,0,30
3/15/2025,2802.43476,0,923.4,206.66124,0,0,6.462,17.082,0,9
3/15/2025,1084.2369,834.803,360,66.9601,2.16,2.16,0,0,0,0
3/15/2025,7784.541,0,2565,574.059,0,0,17.95,47.45,0,25
3/15/2025,9341.4492,0,3078,688.8708,0,0,21.54,56.94,0,30
3/15/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
3/15/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
3/16/2025,7813.461,0,2565,545.139,0,0,17.95,47.45,0,25
3/16/2025,6250.7688,0,2052,436.1112,0,0,14.36,37.96,0,20
3/16/2025,7813.461,0,2565,545.139,0,0,17.95,47.45,0,25
3/16/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
3/16/2025,9358.8012,0,3078,671.5188,0,0,21.54,56.94,0,30
3/16/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
3/16/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
3/17/2025,9272.0412,0,3078,758.2788,0,0,21.54,56.94,0,30
3/17/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
3/17/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
3/17/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
3/17/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
3/18/2025,4601.3166,0,1539,413.8434,0,0,10.77,28.47,0,15
3/18/2025,4601.3166,0,1539,413.8434,0,0,10.77,28.47,0,15
3/18/2025,7668.861,0,2565,689.739,0,0,17.95,47.45,0,25
3/18/2025,9202.6332,0,3078,827.6868,0,0,21.54,56.94,0,30
3/18/2025,9202.6332,0,3078,827.6868,0,0,21.54,56.94,0,30
3/18/2025,9254.6892,0,3078,775.6308,0,0,21.54,56.94,0,30
3/18/2025,9254.6892,0,3078,775.6308,0,0,21.54,56.94,0,30
3/19/2025,8467.5591,0,2821.5,726.9009,0,0,19.745,52.195,0,27.5
3/19/2025,7697.781,0,2565,660.819,0,0,17.95,47.45,0,25
3/19/2025,2570.1858,1643.424,420,138.9902,3.36,2.52,0,0,0,0
3/19/2025,9237.3372,0,3078,792.9828,0,0,21.54,56.94,0,30
3/19/2025,9237.3372,0,3078,792.9828,0,0,21.54,56.94,0,30
3/19/2025,2570.1858,1643.424,420,138.9902,3.36,2.52,0,0,0,0
3/19/2025,9228.6612,0,3078,801.6588,0,0,21.54,56.94,0,30
3/19/2025,6426.8754,5008.818,2160,480.3066,12.96,12.96,0,0,0,0
3/20/2025,9219.9852,0,3078,810.3348,0,0,21.54,56.94,0,30
